Tweet,Sentiment
C.J. Conrad made an Emotional Return to Football at UK Pro Day https://t.co/AZ7yasnbxd,neutral
"England vs Czech Republic LIVE: Euro 2020 qualifier commentary stream, TV channel, line-ups, score prediction https://t.co/xJvNzyI2PC",neutral
"The Inaugural Football Index Quiz with GuillemBalague 

Plenty of prizes to be won including 500 per head for the https://t.co/g9obUpgeE5",neutral
"@DaCaliKid2 His injury history does NOT suggest hes injury prone at all, Jullian Taylor is an interior DL, not an https://t.co/5gWXS1pTRu",negative
"Spurs wait for their new stadium has been well documented, but the delay is now almost over https://t.co/0XNn74ocrN",negative
"Youth Tennis, Fundamental Basketball Camp, and Flag Football Available  https://t.co/96dwxihMpS https://t.co/lXpUqpG11K",neutral
FB: @UTM_Football announces spring practice dates along with Pro Day. https://t.co/CyhOFmKuae,neutral
FOOTBALL: CONGRATULATIONS to our Year 11 team for reaching the Stockport Schools Cup final! They beat @RVHS_PE 3-2 https://t.co/JDzAVLV2z5,positive
I cant believe people are getting offended by a coach ripping into one of his players. Youd shit yourselves if yo https://t.co/3kz4i1pgDk,negative
"SAFF Women Cship: India thrash Nepal 3-1 to win title for fifth time in row
#SAFFWomensChampionship #India #thrash https://t.co/KigmFdOYuq",neutral
"Gareth Southgate understands to @sterling7
https://t.co/HcgubuEq0E",neutral
"@KateDaviesSpeak Cheers Kate Where  you off to, and are you watching the football tonight.",neutral
@kanogojames @ChelseaFC Because theres no club football.,negative
Hey @VirginMediaNews why is the return of Team Ireland from the Special Olympics with 86 medals featured in the 'an https://t.co/ZuV1UTYa3R,neutral
@JonWalters19 @FAIreland @stokecity @BurnleyOfficial @azzurri @DFB_Team_EN Terrific representative of Irish footbal https://t.co/UavrVzULTF,neutral
@EASPORTSFIFA Are you buzzing EA? Do you even watch football ,neutral
How Chelsea star Eden Hazard responded when he was asked about Youri Tielemans - Leicestershire Live https://t.co/jKGMnn0yP1,neutral
"Tomorrow Ashton Town v Garstang, 3pm kick off &amp; its FREE ENTRY for ALL season ticket holders !! 

Thats season tick https://t.co/h91NLs5Sy5",positive
@TomTomhorsley Go back to work theres an international break happening why waste money and football hahaha hope you have a good break T ,negative
"As you get older, you slowly move to the back. In football, the last stop is keeper - the retirement position",neutral
"Ben Stiller jokes about college admission scandal, says daughter will go to Yale on a 'football scholarship'

https://t.co/5ceqNnSaxQ",neutral
@altregan American football - uncomfortably numb ,negative
"@FPL_FOOTBALL I heard about that yesterday, but had not seen that article. Then I saw something from Philly saying https://t.co/QiBGGBxDf4",neutral
"@AGuyNamedNam In all my years of watching college basketball, I've only seen one team worse than Cal last year. And https://t.co/FjXJDxrCRb",negative
Dungannon Swifts: Kris Lindsay seeking home comfort against Linfield - and beyond https://t.co/BvHtJhuxsA,neutral
"You have no idea, what it meant for C.J. Conrad to return to the football field at UK Pro Day. https://t.co/hmXuEg2DQM",neutral
@ibraheem__bm Football,neutral
@dannykanell @ChrisDokish Weakthis is crazy.  My youth football coach would grab us by the face mask and shake us https://t.co/h6MkmHhyoE,neutral
Politics rears its ugly head in football https://t.co/LXJwqOdkdA,neutral
"Today and tomorrow on @PFF_Fantasy, I'm looking at the long-term fantasy value of next offseason's free agents. Tod https://t.co/j0AxIRlU0k",neutral
"@Eddie1972 @murdo_fraser @HumzaYousaf It's not, and neither is (imo) the ill-judged ""display"" from the other side. https://t.co/QgjPvxSq5Y",neutral
Ethans first flag football game is tomorrow best believe Im going all out for my baby,positive
"#Dream11
#football
#NBA
#Dream11Team
#Cricket

What a craking back to back wins of users..

The platform which is g https://t.co/EfkCYuYN50",neutral
"UPDATE: A fruitful day for the #JuniorIslanders!

Vedant Desai's 60th minute winner helped our U13 side to a hard-f https://t.co/Ur8lv142dH",positive
"@Tumelo_Sokratis @NFFCshow Ah! This guy has a problem, it's like he just started playing football.",neutral
Like and share if you think it`s fantastic! https://t.co/iIIoCi1EUQ,positive
BBC Sport - Sebastien Frey: Virus 'nearly kills' ex-France &amp; Fiorentina goalkeeper https://t.co/QWoTULcYI0,neutral
#fit #futebol High Quality Transformer Sports Backpack https://t.co/4x1kyIuRKm,neutral
@jakevass i hope he hangs out w/ peyton manning in ads and gets wrecked at Louisville football games and they name it Papa Shaq's,neutral
"#7 Manchester, England.
Oficial language: English.

Manchester is a large city located in the northwest of England. https://t.co/qXbD2jAYN2",neutral
How are the guys at lifetime 18 or 19 but built like got damn pro football player,neutral
Loxwood boss Walsh: 'There's no panic at the moment but we have had a few honest chats' https://t.co/0fHk9mpXhj,neutral
@BrandonDrumm247 @JasonSwanny @OU_Football @LincolnRiley @OU_CoachB Facts ,neutral
"Daughter: Jaison has a soccer game tomorrow.

Me: When was anyone gonna tell me my baby was playing soccer (in addition to football) now?",positive
@BBCSport football has changed not all time we should rely in statis,negative
@BrianCarmi PrepStar Magazine has identified you as a top college prospect via HUDL. Step 1 complete this athletic https://t.co/zBi8Gi5BhR,neutral
Bucs become 1st NFL team with 2 female coaches on staff - Ottawa Citizen https://t.co/Vhi0sRkaAT https://t.co/GLNtcS25TG,neutral
Cedar Rapids stands ready to help other flooded communities - KGAN TV https://t.co/ZZMhegDYFw https://t.co/XgIHqvwEL5,neutral
Quiz: Can you name England's team that beat the Czech Republic in 1998? https://t.co/Ux5mMULmdD https://t.co/Qm1E4tJ2fb,neutral
[BBC] Quiz: Can you name England's team that beat the Czech Republic in 1998? https://t.co/MhuGToVHCQ,neutral
All you need to know: Women's Football Div 1 Round 6 https://t.co/nYe86GOHV9 https://t.co/30TCV79FCW,neutral
[BBC] Paul Pogba says France must put World Cup victory behind them https://t.co/cR8YcpbewT,neutral
"Quiet, pleasant Spring weather carries into the weekend with rain arriving Sunday - KGAN TV https://t.co/qp68X8TcD8 https://t.co/xmUvqfvtdg",neutral
Gael Bigirimana: Hibs and Burundi midfielder on how he talked his way into football https://t.co/KmbGcHTAL5,neutral
[BBC] Lionel Messi and Cristiano Ronaldo set to return for countries https://t.co/dN8Hehz1l3,neutral
@Yeti98_ @theirishego @LakesStiles @ceadela @laxidaisy @Soapy_Wit_Tank @tutty352 @teresa_knox @tessthebutler https://t.co/lTRAZkVsoz,neutral
England vs Czech Republic LIVE! https://t.co/u6rDIFEMx5,neutral
"@Football_Brony Pt 2017 - present 
More humans/not mlp creatures than actual pones",negative
@PlantThatFlag17 Yup Im 7 and I already know blow u is a horrible football program.,negative
Many reputable news sources are predicting that shell become the first female NFL player... and Antoinette Toni https://t.co/LVSZlgqy0X,neutral
@NealBish - bet youve got some good football stories.,positive
@Football_Brony 2020: Will probably have flashes overtake us and we have an epic battle for the fight for outlines. https://t.co/SLNv0SId2o,neutral
'Most believe' Jets will draft OLB Josh Allen https://t.co/eMMlNVrbhF,neutral
"@pvscott59 One team, I kinda struggle with I can't lie, only in basketball however. Football I can but if they lose https://t.co/YXKkIepsih",negative
"Republic of Ireland and Burnley striker Jonathan Walters has announced his retirement from football.

#TheWhistle https://t.co/b4TbrLnZYj",neutral
I nearly forgot that there's some football on tonight. I've got so much more going on.,positive
"@LunixFN In the car going home from my football training rn, gonna eat dinner and Ill be on like 7pm your time, so in an hour",positive
"I swear football twitter is 5% football

And 95% girl licking toilet seat",neutral
@CoachSat_ @UIU_Football uh oh!!!! Hes coming for you!!!,positive
@CalliRules I had forgotten what happens when a female comments on football. News flash: We also have brains,neutral
"Adam Johnson been released today, he's done the time for his crime he did, What's your thoughts about him playing f https://t.co/89ykJ6OXZC",neutral
"remember this

it's so upsetting 

https://t.co/QEbbgnFyu1",neutral
Leicester defender Maguire fancies Man Utd switch (Tribal Football) https://t.co/qomuyRUG0S,neutral
Redknapp: Rodgers right to swap Celtic for Leicester (Tribal Football) https://t.co/4Ofb4KoGzj,neutral
@AkinolaOgunbiyi @JasonSwanny @OU_Football @LincolnRiley @OU_CoachB Swanny is the man.,neutral
Chelsea ace Eden Hazard makes surprising claim on Liverpool forward Mohamed Salah https://t.co/Vvc5tfVoqX,neutral
@KeionB_12 We wouldnt even be talking about a football coach doing this.,negative
@NygaardChad @evansilva I dont think he really cares what my opinion of better rosters are thus not including.  Tha https://t.co/GNkQ2ULjj5,negative
 home of football! @wembleystadium @England going 3.0  #ThreeLions https://t.co/ETPwZ1oSFj,neutral
@camevanjones1 PrepStar Magazine has identified you as a top college prospect via HUDL. Step 1 complete this athlet https://t.co/0ODR8zkmVE,neutral
Best football season Ive witnessed https://t.co/lVuVATqGXj,neutral
How Leicester City would cope if Harry Maguire moved to Manchester United #LCFC #FOXES https://t.co/kCFjcJDZ18,neutral
" - Saturday 23rd March
 - 11am KO
 - SECL Premier
 - Anniesland
 - red &amp; white
 - Law football parks",neutral
Jonathan Walters announces retirement https://t.co/LKvJNfzGcd #scfc,neutral
Jonathan Walters announces retirement https://t.co/iKC3ECJynO #clarets,neutral
"@LivEchoLFC Its friday but over a week until there's real football again!
Summer transfer policy: offload Studge &amp; https://t.co/dqdnA1osvL",neutral
"@Ewilly27 Baseball, football, softball, swimming, rowing, probably even soccer.... yall got one lil sport ",positive
My last name is Omeludike(Oh-Mel-Uh-Dee-Kay). My Junior High football coach ended up getting the whole team to call https://t.co/dKSsKhw1Ve,neutral
Real Madrid star 'tells teammates he wants to leave' amid Man Utd link https://t.co/ZqToRTMpiN,neutral
Switzerland U21 vs Croatia U21 Football[HIRES] Online Streaming - 22-Mar -  Friendly Games Club Friendly U21 https://t.co/NIAuMoOxHy,neutral
Finland U21 vs Norway U21 Football[HIRES] Online Streaming - 22-Mar -  Friendly Games Club Friendly U21 https://t.co/e36cGdgcyT,neutral
" England v Czech Republic 

 Prediction
 Best bet
 Goalscorer
 @RequestABet

...and much more  https://t.co/dWcQ6mPpDZ",positive
Italy vs Finland prediction and UK channel: How to watch Euro 2020 qualifier via live stream online and on TV https://t.co/vW8kg3mV6V,neutral
"With the sports world focused on March Madness, Zach Cohen has a college football-based bracket for this year's tou https://t.co/dXUsJXdOln",neutral
American Football (LP3) - American Football https://t.co/hmwfvOJWTF #Music #TopAlbums,neutral
"American Football's stunning new album is out today, and it has a real Colorado appeal to it. @americfootball
https://t.co/8MrivCtgIZ",positive
@NicolaSturgeon We were never a football nation anyway ,negative
We have made it to another county cup final! Congratulations to the year 9 boys football team on a fantastic win to https://t.co/qY5ZGzeC8c,positive
"Also, just because Beardsley is your favourite player it doesn't mean he's not a bully or a racist. If you know the https://t.co/MOTmiaTcoh",negative
"Real boss Zinedine Zidane is resigned to losing the defender, according to reports in Spain https://t.co/Y7dCAPJkOL",neutral
I really hope I get to see a good version of Gazza. Football genius! https://t.co/059jYXOjFT,positive
"4. Right Centre half
This is a weird one for me. On one hand Victor Lindelof has been great this season but is he g https://t.co/4Df5SNwpXV",positive
"Welcome to the Viking Brotherhood
DB - Zed Estrada @ZedMarkus5 
Parkland High School (TX) @phsmats https://t.co/NZ95XC6aYE",neutral
That football game level seemed so hard as a yute n I breezed thru it as an adult like how was this hard before,negative
"The fact that this video showcases all minorities living in pakistan, women empowerment, football, hockey other tha https://t.co/J8Uw4fIQcG",neutral
Should #MCFC battle #MUFC for the #BVB star? https://t.co/KkoJ9MQa3P,neutral
Dungannon Swifts: Kris Lindsay seeking home comfort against Linfield - and beyond https://t.co/tOZeMWiLJD,neutral
"@mikemarzy @Jameshilario7 @FieldYates it is decreasing, youre right. But special teams still vital to playing a complete football game",neutral
Got my own #20legend tee today to make sure the quality is up to scratch ahead of our official launch &amp; I'm very ha https://t.co/NRxolcJkyJ,positive
"England vs Czech Republic 
KO 7:45 tonight.
Watch here with tasty beer. #football",neutral
"@AGuyNamedNam Well, you cover football, not that much worse.",negative
#Championship side Birmingham have been deducted 9 points after breaching EFL spending rules. https://t.co/56So9XWHiX,neutral
"@davidmweissman David - Not Chelsea Clinton, a football club in west London England",neutral
I HAVE to believe that Ander has a football pride that tells him NOT to go for the money.,negative
@EllBretland Thinks he's Mr. Austrian football after he's guest produced one podcast episode ,neutral
"Next weeks extra curricular programme, including the u18 football quarter final on Friday  https://t.co/fSQNobJNGo",neutral
"@davidmweissman OR they're referring to the English football (soccer) team. 

either one!",neutral
@Nate_boiii20 Coach Payne is my man that whole football program was teaching you how to be a man,negative
@RyanHerity1 @johnwalker_1986 So because you don't like the national football team you are my proudly Scottish haha https://t.co/pR8YZmv0t3,neutral
"@ambers196524 Well, you know.. not angry, angry, just irritated.. and a few sweary words escape as I walk out of fo https://t.co/OylzHGbNuf",negative
"@Les_Johns who cares, we're a football school now",neutral
"Burkman, Staley Earn CCIW Jack Swarts Honors for Fall; 67 Titans Named Academic All-Conference https://t.co/9ZnMNj1SQK",neutral
Reading all the views of what is wrong with Scottish football. Stand at the side of any public park this Saturday m https://t.co/mLCvE1VyQg,negative
I miss football from the mid 2000s to 2015 when players were appreciated a lot more for their skillset and gameplay https://t.co/AsPMrHqTbi,positive
A 4-1 win against St. Damians for the Y9 football team sees us progress to the final of the Tameside Cup! Well done https://t.co/kb2jk0TJHP,neutral
"For the first time a research group has released a helmet rating focused purely on childrens helmets, and the init https://t.co/GOSyFLwvf6",neutral
@TedFlintKansas Keep it up Ted. It's been however long since the ISU v Texas football game.,neutral
"@BarstoolPack If a unc win meant that state would make the cfb playoff, I would still cheer for unc to be demolishe https://t.co/vg8J8pqnQz",neutral
@JCF4782 @itvcorrie @CharlieDemelo Football! ,neutral
Friday sport time: A vigorous football match opposed IPRC HUYE .@IPRC_Huye Single and Married Staff. It ended by 1 https://t.co/DjcGPsr7hY,neutral
@EannaMacCraith Football manager.,neutral
@Misssusannahf  Good Evening My No 1 Girl. Will you be watching The England Football match tonight ?. This photo is https://t.co/ltFOVr0CIR,positive
The 'reason' behind the delay in extending Ander Herrera and Juan Mata's contracts at Manchester United #mufc https://t.co/mvSKl8nm9u,neutral
"The Best Smokescreen Now Is The Truth"" - National Football League News - https://t.co/EXDRKStQrt https://t.co/8Iejw38J1F",neutral
@BoxingAsylum @mrsamjones88 @mranthonyyarde Its like saying if youre a football fan you must support another Engl https://t.co/5tmfTuck64,neutral
"@wiserdawg @HerschelWalker, that's who!  In DFW airport headed to ATL for a Georgia football game!",neutral
"   2019 MSI Cherry Blossom Classic
 Chesapeake Div
 TEAM: U11 Girls #BENGALS
 Saturday, March 23
 10:15am https://t.co/1k5J4E5yOU",neutral
"Our Forest Girls Football Team played superbly this evening. 

First off they won a friendly match 1-0. They then https://t.co/kN0JLvro1D",positive
"@dbhoops Mainly because few remember him over here because of the injuries. Lovely player though, great on Football Manager too!",positive
Football at The Admiral Nelson https://t.co/RJxBvZ8Y7Q,neutral
@Thiakadavra @QKT100 @Oldman_Football @CharlotteAlter @RottenInDenmark I'd love to know how old you are. I'm a mill https://t.co/yj5meZDPGL,positive
Good luck with the programme. Great opportunity for local girls to get into football https://t.co/7bzesZuJdw,positive
When he's past it.. Didn't we want him back in 2013 n Ed Woodward wouldn't pay up https://t.co/2Butp47vqK,negative
"Ben Stiller jokes about college admission scandal, says daughter will go to Yale on a 'football scholarship'

https://t.co/14iGP1Q78T",neutral
Keep track of the latest European Championship qualifier action and goal updates from Wembey. Kick-off: 7.45pm (UK https://t.co/Ob23I8QANN,neutral
@AFC_Sean @Yesitsuche Because football began in 1993 yeh?,neutral
@jgent15 Yeah but Im not really feeling season Tickets Again Im more of a football fan anyway,negative
@burymeinexile @_FootbalLab @GillsInTheBlood @EFL @QuestTV @TheTilehurstEnd Haha. What do that bunch of fools know about football?,neutral
"We've a feast of football for you tonight

 Highlights of @NorthernIreland v Estonia 
 @BBCTwoNI, 7pm
 https://t.co/LHXm1n9NCC",neutral
"The girls have had a mega busy week with MatchDay6, Merseyside School Games &amp; playing primary school football.

So, https://t.co/lZvv2PTLfq",neutral
Clubs are ready to pounce #avfc https://t.co/HZwSq2y5RR,neutral
"FOOTBALL - @Carlow_GAA capable of getting a result against Laois says former goalie John Kearns

https://t.co/zAkDpfYImE",neutral
@TheCoonskinCap I just meant I bet a lot of people dont know his dad played football for the Vols.,negative
How do football commentators get there job watching Bulgaria game the   Other team score and he says the stadium ro https://t.co/ZFJuqEp6OH,neutral
@KHOU If you going to complain about that then dont play Texas football!,neutral
"For a Brother !

Hi Guys! This is my first attempt at this. This is a short attempt at capturing the Essence of gra https://t.co/9JpMfBAB1G",positive
"@SlimmytiNY @inecnigeria I am not angry at you. I am just not in the mood for banter. 

This isnt football.",negative
@pjwoodside @ElizaDee @KayBurley How is asking how Scotland got on in the football prejudicing Scotland? It was a j https://t.co/NOlqlVuEeS,neutral
Felons Sporting Action for Members &amp; Guests. ** Sporting Action ** live on our HQ Screens #Football #LiveSport https://t.co/g3KPXiGTy8,neutral
"@itvfootball @GMB @England @ceskarepre_eng @ITV You have three other sodding channels to use, why mess up ITV 1 and https://t.co/OncH90CWPk",negative
"Sources: Red Sox, Sale working on extension Chris Sale and the Boston Red Sox are working toward a long-term contra https://t.co/4PmgTwuAgf",neutral
Thanks to @AFDLimited for giving our schools Flag Football coaching and games this afternoon and thanks to the scho https://t.co/2tqLAxQnYn,positive
Can't wear Kappa unless it's on a football jersey from 2002 or prior.,neutral
Ben Stiller Jokes Daughter Ella Has a Football Scholarship for Yale https://t.co/U9iAqm9B3b,neutral
"All of Cincinnati is a complete joke, your college, your crime rates, your football and basketball teams and your c https://t.co/DTvq47MFZG",negative
How did Qatar become so good? @alansmith90 explains why Xavi may be right about the evolution of the World Cup host https://t.co/ytg0DAWwX5,positive
@Scottocrane @IMVGAMING Its not really college football though. Theres going to be a ton of work that goes into i https://t.co/pv1CFDRw5t,negative
@juppy95 @emmerdale @ITV @itvcorrie Football = money! Move the soaps to ITV 4!,positive
Burnley and Republic of Ireland striker Jonathan Walters has announced his retirement https://t.co/sbsr7ki4k9,neutral
@ThePerezHilton A lawyer(Kardashian) an Olympic Champ(Jenner) and the football player(OJ) cuz we all know Khloe is OJs daughter!!!!,positive
News from Miami Hurricanes wild spring football practice Friday | Miami Herald https://t.co/e7Ay6MVacf,neutral
@Gwaynek Need to watch mascar and give up on football,neutral
Celebrating the power of football with SSE #ad https://t.co/WgSiQPIqMc,neutral
@_shireenahmed_ Right now it's all about staying in power. Sadly football and athletes dont look like a priority.,negative
" International break? No problem!

Grab your football fix for 5 tomorrow as we welcome @Steetonfc to the MRG!

If https://t.co/gRoC2iK3n7",negative
"Former Stoke And Ireland Football Star, Jonathan Walters Announces His Retirement From Football At35 https://t.co/AnGBpwDHiq",neutral
"'Most believe' Jets will draft OLB Josh Allen - Josh Allen | CLG According to ESPN's Rich Cimini, ""most believe"" th https://t.co/UpOpeG0Lr5",neutral
@DougLesmerises @BuckeyeTalkPod Okay. Im in. If it works would love to get a Ohio State version of this that is https://t.co/8SYPjdbmm0,positive
"Football/CAN 2019 : quitte ou double pour les Eperviers... https://t.co/bgK7Pc1Bib @tchamigan  @TogoFtf @Togo 
https://t.co/rnMUJqRSlZ",neutral
Sad to hear that @JonWalters19 has had to retire. A great servant to all clubs he represented &amp; football in general https://t.co/qhT4yCcyHt,positive
@jluko11 NCAA football 14*,neutral
@Mo_EastEnd1993 Until the liquidation of Rangers in the 2011-12 season it was nearly always a two horse race to win https://t.co/m6K3XPPFNS,neutral
@fahrellelouox Did you hear him after that Smacking  when he came off and said Im too Old for this I thought Noo https://t.co/BUNLDa0SGo,negative
Watching badminton or football are better than figure skating. You thrust the athlete but you dont thrust the judges in ISU,neutral
"@Percydezmon @mpexo @Master_P_61703 @mobu_ras @bogolo_scott  Nah Aker now we are talking about football in general,no banter aker",neutral
"Whenever I watch Super Eagles playing, I asked myself, is it the same soccer they play in Europe and other places? https://t.co/3H5wEbq3Vu",positive
The @DegreeMen commercial with the terrible basketball players? One guy is wearing football cleats.,negative
@CuriousUkTelly Back in the day when you could understand football managers. ,negative
No City football this weekend. Fuck I hate the international break.,negative
@TEnglishSport The rest of world football is moving forward while Scottish football is stuck in the dark ages of gr https://t.co/XkUTeJQFFt,negative
Always great catching up with @Sam_Hubbard_ and talking about his football journey. Sam out today with https://t.co/U2aJhQ0oXf,positive
@ToddBrommelkamp How many days until football season?,neutral
@saysyke @KTHopkins https://t.co/OYd7ubAtnW just one of many Muslim organised events in solidarity with the victims https://t.co/EostsGKvRA,neutral
If you are still not clear how one two-year-old audio of a private conversation can lead a woman to jail https://t.co/LXJwqOdkdA,neutral
Many reputable news sources are predicting that shell become the first female NFL player... and Antoinette Toni https://t.co/KNKghDV1Vb,neutral
@broomy__ Ronaldo apparently raped a woman and is jumping around saying sii on football pitches same way,neutral
4 Days till Spring Ball Kicks Off! Ck the DATES &amp; come see @VMI_Football  this Spring! #Attack #10TD @CoachMooreVMI https://t.co/dKuCQ8hXj5,positive
@mancity_ray @GURNEY2 @radical_referee @MirrorDarren Hes talking about racism in all football. Ergo Raheems treat https://t.co/gikCVLDaHP,neutral
".@WayneRooney is delighted to see @Sterling7 doing so well 

https://t.co/fsKE4TXOtF",neutral
The great and the good take to Twitter to pay tribute to #stokecity favourite... https://t.co/9YbHUh8yG9,neutral
"@DevilsOfUnited Scholes all day long... no ego just got on with it, and when Zidane Zidane says he's the best playe https://t.co/KoQWBCs6WR",neutral
Yall complain about everything OU does and doesnt do! Whether its basketball or football!,neutral
Lol if youre a football you know sterling deserves it. https://t.co/93MUzWvRHg,neutral
"Welcome to the Viking Brotherhood 
QB - Brendan Haynes @bearhaynes1 
Willow Canyon High School (AZ) @WillowCanyonFB https://t.co/KNZs05lJZL",neutral
Wagner Football Announces 2019 Schedule https://t.co/26zCPyo0R0,neutral
Is it just me or does Iowa have an above average number of white division 1 athletes in football and basketball.,neutral
@jluko11 Fact: ncaa football sold 1 million copies. Madden 25 (madden 14) sold 1 million copies in the first week. https://t.co/Jl2znnMtuo,neutral
"@wozza64mcfc @wendy1704 @wonder_bob I still can't work out where he's from. Strangest fuckin accent I ever heard, and SHIT at football.",negative
Matt Jarvis missed almost three years of his career but he has fought back from the brink. https://t.co/TFXMMZzQzD https://t.co/x21sJnEiNl,neutral
"Eagles propose rule change to #Cowboys home #Thanksgiving Day tradition, plus with #Dallas sucking the last 24 year https://t.co/MsMEDiDNdM",neutral
"Football, finally, coming home. https://t.co/SIuPWiicPQ",neutral
@FLeagueWorld Best player in the team. Says everything about English football and its lack of progress compared wi https://t.co/S90pXBxvI4,neutral
"Player injury payouts cost FIFA $106m, but a healthy Russia 2018 kept them under budget  Inside WorldFootball https://t.co/u15JR4ILRn",neutral
Malta U-21 selection see off Turkmenistan in friendly match https://t.co/YUZEfTwfbf https://t.co/9IpHZ4iSIe,neutral
"The spring sports clothing store is open and it includes the 3X Football State Champion gear.
https://t.co/DerJLmTuBz",neutral
Peter Grant isnists Scotland have ot make a statement against San Marino https://t.co/Q1LUpPZKeA,neutral
"How does this not make you excited for the season??Always room for improvement. Time to get to work. 
The Way https://t.co/YWFh3u0LmC",positive
"Lets change the industry.

@Playerhunter - the football network gave young talents the chance to #beseen by https://t.co/81vlh2FhJn",neutral
Peter Grant insists Scotland have to make a statement against San Marino https://t.co/UqeQwTcpIL,neutral
" AND ITS LIVE 

#ENGCZE  https://t.co/0S4kok3HWE https://t.co/pCq6YvybAu",neutral
@MikeDugar Football players shouldnt tell us about their sex lives...or lack of. ,negative
"@Rowley68 Youre at home with football, pizza and lager. This has not gone wrong.",negative
"""Birmingham City Football Club notes that it has 14 days in which to appeal the decision of the independent Discipl https://t.co/jwFZlbZSwX",neutral
"Last week for Football Card Friday, my son made his debut, opening a box of Gunslingers.
https://t.co/xoLQkbhEDo",neutral
I wish ESPN could see how coaches are in the south in little league football. Then watch Izzo he is doing his JOB! https://t.co/nW3QerHAP7,positive
@Kulz83 @talkSPORT @BroadcastMoose @MirrorDarren Hes commenting on his football to be fair. What is wrong with hav https://t.co/n4v0DTT4iN,neutral
@saramegan I was supposed to be staying overnight at my aunts and I didn't want to so when I got there I said I had https://t.co/ksO78YfFyF,negative
Meath because of the 2010 Leinster Senior Football Final. Never forget. https://t.co/Rj2TXU4NWm,neutral
@SwainEvent @ApopkaJohn People are getting soft. When I played HS football I had my facemask pulled helmet slapped https://t.co/HV6WuiWqqT,neutral
"@Football_Brony you sure have improved in your art style,with the attention to detail,lighting and even some shadin https://t.co/2Q9KSHBfNV",neutral
My first football coach chewed me out harder than this when I was 8 years old....Yall soft. https://t.co/2gwf7w2482,negative
@TheBandit1487 Btw- sick flag football catch !!!! That is SOOOOOO cool !!! Congrats man!,positive
"Ben Stiller jokes about college admission scandal, says daughter will go to Yale on a 'football scholarship' https://t.co/votZjrg2tX",neutral
ITV football coverage is honestly at the bottom of all channels. BBC need to fix up and start showing England games,negative
Beardsley to appear at Carlisle fundraising event despite FA charge https://t.co/FDCYe9Sr4h https://t.co/7vq5F7D7or,neutral
The World Book of Football Champions. https://t.co/SXsRt0hqQw,neutral
One word - football https://t.co/DqfD4pz0a6,neutral
"And what a servant to Irish football. Never gave anything other than his all!! Enjoy retirement Johnny, you deserve https://t.co/D6r6ARm1Ek",positive
My murderer is @Vol_Football. I always knew this would happen. https://t.co/nFqiFFJB8t,neutral
" Huge thanks to @DurhamFA for organising today's football, our #MSA students played with determination, enthusiasm https://t.co/KS0dP3xjbo",neutral
"lets see which team has the most fans 

Comment with your team 

Football fans lets go",positive
@bedjosessien While they r busy investing in juju others like the Arabs are busy investing in football technology.,neutral
Just know I'm gonna miss club football this weekend ,neutral
Ander Herrera 'wants Manchester United stay despite Paris Saint-Germain links' https://t.co/YuMfUTp8Pb #mufc #psg,neutral
Ander Herrera 'wants Manchester United stay despite Paris Saint-Germain links' https://t.co/JzzYzOgjqL #psg,neutral
Ander Herrera 'wants Manchester United stay despite Paris Saint-Germain links' https://t.co/y4DZ2MYGRc #mufc,neutral
"@jal711 @USYNT Stick to basketball and leave football alone, football is not for you",negative
"was there 4 the last semi final &amp; tomorrow will book my ticket 4 this 1,dont agree the semi finals should B held at https://t.co/qMfcqtys23",positive
@AW_Football @TheHerd @ColinCowherd @Browns ...not yet.,neutral
Shorthanded Bandari face tricky Chemelil test https://t.co/5dTJGXyFXA,neutral
"@ITWASCOMINGHOME More involved and he knew she was 15, he shouldnt be allowed return to football",negative
Man City's Ederson could break Premier League record https://t.co/fqlZb8EOBj | @MENnewsdesk https://t.co/zuEyL1gCOf,neutral
"Professional Football Scholarship Open Day Trials
^
^
Monday 8th and Tuesday 9th April 2019 @armitagecentre
^
^
 https://t.co/bpLJHh55hO",positive
.@ladisputeband's 'Panorama' is one of this week's Notable Releases. stream/review: https://t.co/URV8MxQo3R https://t.co/Og7pPtE1XQ,neutral
Switzerland U21 vs Croatia U21 Football[HIRES] Stream on any OS - 22-Mar -  Friendly Games Club Friendly U21 https://t.co/Wc9tuTJzxm,neutral
Finland U21 vs Norway U21 Football[HIRES] Stream on any OS - 22-Mar -  Friendly Games Club Friendly U21 https://t.co/UIdKnEtR8C,neutral
Im sending my kids to football school I swear.,negative
@LaudrupsHair @Joey7Barton s Scottish football takeover,neutral
England vs Czech Republic at 19:45  Get the pints in!! #pub #football #kingstreet #Bristol https://t.co/1VZvgwX1nR,neutral
"@kj_brent I hear where you're coming from, especially from the football side. I'm working on a video on this type o https://t.co/RqDB7igGdX",neutral
"Football Players Manager Coaches, Scouts Teams and Clubs Support our Child Football charity and follow us here",neutral
Why is football sweet like that? Ei,neutral
"Declan Rice gets a lesson in the vapid coldness of the international spotlight: https://t.co/L0t66A7U2p

By @jonathanliew",neutral
"@NathanAClark in which sense, being fragile and underconfident in addition to also being cocky? Or tweeting about b https://t.co/IWNtkkn2hL",neutral
Boa sorte Portugal! An honour to see the European champions warming up for their title defence with Football School https://t.co/txqYfPM4WT,neutral
Theres still a huge culture of homophobia in football around the world. @COPA90 did a wonderful video highlighting https://t.co/61kUY2D7n1,positive
@Nigel_Farage Ffs it was only a football game true tho @ScottishFA,neutral
